year,month,gss,avg
1998,10,E14000911,46182.643356643357
1998,10,E14000979,57481.597014925373
1998,10,E14001059,64718.495575221239
1998,10,E14000580,62944.444444444444
1998,10,E14000871,39950.000000000000
1998,10,E14000969,51000.000000000000
1998,11,E14000911,51438.310344827586
1998,11,E14000661,48377.441176470588
1998,11,E14001059,62479.908333333333
1998,11,E14000537,44174.344262295082
1998,11,E14000571,36879.347826086957
1998,11,E14000580,36230.769230769231
1998,11,E14000612,62662.120000000000
1998,11,E14000785,50603.260869565217
1998,11,E14000808,35854.429906542056
1998,11,E14000809,81088.433823529412
1998,11,E14000979,61108.138461538462
1998,11,E14000747,48536.487179487179
1998,11,E14001054,55667.565217391304
1998,11,E14000807,37545.606060606061
1998,11,E14000532,73186.764705882353
1998,11,E14000969,38000.000000000000
1998,11,E14000579,74763.928571428571
1998,11,E14000871,51500.000000000000
1998,12,E14000809,85307.196850393701
1998,12,E14000537,43750.865384615385
1998,12,E14000571,36489.000000000000
1998,12,E14000612,53043.590909090909
1998,12,E14000747,41824.811320754717
1998,12,E14000807,44497.333333333333
1998,12,E14000808,42073.689655172414
1998,12,E14000911,45991.803278688525
1998,12,E14000979,55735.972602739726
1998,12,E14001054,61558.938775510204
1998,12,E14001059,70357.769230769231
1998,12,E14000580,43688.235294117647
1998,12,E14000661,49548.301886792453
1998,12,E14000532,91228.571428571429
1998,12,E14000579,44371.428571428571
1998,12,E14000785,46805.476190476190
1998,12,E14000871,41050.000000000000
1999,1,E14000979,51276.987951807229
1999,1,E14000612,58364.157303370787
1999,1,E14000911,43864.888888888889
1999,1,E14001059,63475.102040816327
1999,1,E14000571,35458.878504672897
1999,1,E14000579,45951.875000000000
1999,1,E14000661,47679.181818181818
1999,1,E14000785,51891.944444444444
1999,1,E14000807,44192.301587301587
1999,1,E14000808,34359.247311827957
1999,1,E14001054,64114.802631578947
1999,1,E14000532,79608.464285714286
1999,1,E14000809,84475.200000000000
1999,1,E14000747,45188.750000000000
1999,1,E14000537,39294.026315789474
1999,1,E14000580,33408.333333333333
1999,2,E14000911,45268.088235294118
1999,2,E14000532,80187.878787878788
1999,2,E14000537,39659.897959183673
1999,2,E14000571,28752.472727272727
1999,2,E14000612,57564.705263157895
1999,2,E14000807,45912.465753424658
1999,2,E14000808,34119.084033613445
1999,2,E14000809,75303.020202020202
1999,2,E14000979,56928.631578947368
1999,2,E14001054,59345.572916666667
1999,2,E14001059,63266.420454545455
1999,2,E14000580,29522.222222222222
1999,2,E14000747,49548.064516129032
1999,2,E14000661,46838.271186440678
1999,2,E14000785,48942.195121951220
1999,2,E14000579,63157.500000000000
1999,2,E14000871,47950.000000000000
1999,3,E14000661,44019.491525423729
1999,3,E14000747,44714.883720930233
1999,3,E14001059,61599.589285714286
1999,3,E14000532,76498.529411764706
1999,3,E14000537,43116.886792452830
1999,3,E14000571,32065.953488372093
1999,3,E14000580,30083.818181818182
1999,3,E14000612,51980.412213740458
1999,3,E14000979,61457.058823529412
1999,3,E14000987,65000.000000000000
1999,3,E14001054,64074.078014184397
1999,3,E14000807,48498.680412371134
1999,3,E14000808,35625.157480314961
1999,3,E14000809,71225.518248175182
1999,3,E14000911,47338.419117647059
1999,3,E14000579,61486.875000000000
1999,3,E14000785,45765.902439024390
1999,3,E14000871,165000.000000000000
1999,4,E14001054,55810.000000000000
1999,4,E14000532,78196.341463414634
1999,4,E14000537,42752.297297297297
1999,4,E14000571,29371.018691588785
1999,4,E14000580,41694.444444444444
1999,4,E14000612,54480.985815602837
1999,4,E14000661,50931.355932203390
1999,4,E14000747,51387.250000000000
1999,4,E14000785,55318.478260869565
1999,4,E14000807,42344.016393442623
1999,4,E14000808,33596.008771929825
1999,4,E14000809,82770.432835820896
1999,4,E14000911,46368.253623188406
1999,4,E14000979,59131.139344262295
1999,4,E14001059,73319.333333333333
1999,4,E14000579,60500.000000000000
1999,5,E14000979,57828.816793893130
1999,5,E14000911,47639.444444444444
1999,5,E14000571,28390.725490196078
1999,5,E14000580,55630.000000000000
1999,5,E14000612,53247.222222222222
1999,5,E14000532,101440.697674418605
1999,5,E14000537,47670.543478260870
1999,5,E14000785,65966.511627906977
1999,5,E14000807,52206.428571428571
1999,5,E14000808,37339.000000000000
1999,5,E14000809,81472.525862068966
1999,5,E14001054,64489.850931677019
1999,5,E14001059,65504.899328859060
1999,5,E14000747,46187.348484848485
1999,5,E14000661,46019.439393939394
1999,5,E14000579,91439.285714285714
1999,5,E14000969,32000.000000000000
1999,6,E14000532,90375.487804878049
1999,6,E14000537,41697.231884057971
1999,6,E14000571,39115.267857142857
1999,6,E14001059,68592.714285714286
1999,6,E14000580,45375.000000000000
1999,6,E14000612,51581.222972972973
1999,6,E14000911,46751.677419354839
1999,6,E14000747,52131.905882352941
1999,6,E14001054,63435.425806451613
1999,6,E14000809,76386.800000000000
1999,6,E14000808,35528.981481481481
1999,6,E14000807,47501.414473684211
1999,6,E14000979,55834.070175438596
1999,6,E14000661,43063.773584905660
1999,6,E14000785,48832.962264150943
1999,6,E14000579,43842.857142857143
1999,6,E14000627,70867.500000000000
1999,6,E14000871,46125.000000000000
1999,6,E14000969,88500.000000000000
1999,7,E14001059,72193.305194805195
1999,7,E14000537,44825.606060606061
1999,7,E14000571,40393.640845070423
1999,7,E14000911,48944.283132530120
1999,7,E14000979,67030.505494505495
1999,7,E14001054,62144.321637426901
1999,7,E14000612,56265.258620689655
1999,7,E14000661,51794.714285714286
1999,7,E14000747,45390.048387096774
1999,7,E14000785,56005.243902439024
1999,7,E14000807,52551.641860465116
1999,7,E14000808,43595.758064516129
1999,7,E14000809,85304.579831932773
1999,7,E14000579,53652.812500000000
1999,7,E14000580,35796.428571428571
1999,7,E14000532,79863.559322033898
1999,8,E14000537,44358.013698630137
1999,8,E14000532,114682.452830188679
1999,8,E14000571,37503.409090909091
1999,8,E14000612,58549.017647058824
1999,8,E14000661,50954.346666666667
1999,8,E14000747,45757.596153846154
1999,8,E14000785,73500.833333333333
1999,8,E14000807,51334.257861635220
1999,8,E14000808,44032.968750000000
1999,8,E14000809,82260.800000000000
1999,8,E14000911,51802.362204724409
1999,8,E14000979,60187.981818181818
1999,8,E14001054,70185.200000000000
1999,8,E14001059,72373.892655367232
1999,8,E14000580,43050.000000000000
1999,8,E14000579,40000.000000000000
1999,8,E14000969,68000.000000000000
1999,9,E14000532,94017.391304347826
1999,9,E14000537,47414.312500000000
1999,9,E14000571,31237.879699248120
1999,9,E14000808,42106.482352941176
1999,9,E14000809,78892.325443786982
1999,9,E14000911,46195.769841269841
1999,9,E14000979,60275.768750000000
1999,9,E14000580,33594.444444444444
1999,9,E14000612,64357.857142857143
1999,9,E14001059,75279.037735849057
1999,9,E14001054,63034.363095238095
1999,9,E14000785,65315.277777777778
1999,9,E14000807,56259.000000000000
1999,9,E14000747,48781.400000000000
1999,9,E14000661,50745.277108433735
1999,9,E14000579,68360.000000000000
1999,9,E14000627,62500.000000000000
1999,10,E14000747,55892.000000000000
1999,10,E14000532,104611.341463414634
1999,10,E14000537,48351.591549295775
1999,10,E14000571,35116.147651006711
1999,10,E14000579,55957.142857142857
1999,10,E14000580,47943.437500000000
1999,10,E14000612,61347.456647398844
1999,10,E14000661,50378.805970149254
1999,10,E14000785,49938.842105263158
1999,10,E14000807,45931.263888888889
1999,10,E14000808,41369.466666666667
1999,10,E14000809,83426.507537688442
1999,10,E14000911,47034.299435028249
1999,10,E14000979,59121.018292682927
1999,10,E14001054,63134.258064516129
1999,10,E14001059,77835.085227272727
1999,10,E14000969,94000.000000000000
1999,11,E14000537,48853.266666666667
1999,11,E14000571,38420.482014388489
1999,11,E14000532,106196.511627906977
1999,11,E14000979,65081.162337662338
1999,11,E14001054,53959.733333333333
1999,11,E14001059,72312.594117647059
1999,11,E14000580,45035.294117647059
1999,11,E14000612,62750.867469879518
1999,11,E14000661,47362.068493150685
1999,11,E14000747,49673.586666666667
1999,11,E14000807,50501.206896551724
1999,11,E14000808,37892.455555555556
1999,11,E14000809,81321.272727272727
1999,11,E14000911,47815.866666666667
1999,11,E14000871,31000.000000000000
1999,11,E14000785,68835.000000000000
1999,11,E14000579,47462.500000000000
1999,12,E14000571,34865.725190839695
1999,12,E14000532,96826.764705882353
1999,12,E14000537,49381.611111111111
1999,12,E14000579,46017.714285714286
1999,12,E14000580,38507.500000000000
1999,12,E14000612,56063.128834355828
1999,12,E14000661,48430.905660377358
1999,12,E14000747,50485.472972972973
1999,12,E14000807,69693.365000000000
1999,12,E14000808,36191.577380952381
1999,12,E14000809,85118.781914893617
1999,12,E14000911,49898.366666666667
1999,12,E14000979,63668.007246376812
1999,12,E14001054,63189.666666666667
1999,12,E14001059,74850.614942528736
1999,12,E14000785,54605.571428571429
1999,12,E14000969,78000.000000000000
2000,1,E14000808,41181.944000000000
2000,1,E14000809,82286.333333333333
2000,1,E14000661,49013.375000000000
2000,1,E14000537,39934.355932203390
2000,1,E14000580,29875.000000000000
2000,1,E14000571,36208.382978723404
2000,1,E14000979,61278.033613445378
2000,1,E14000807,61499.621848739496
2000,1,E14000612,50458.072727272727
2000,1,E14000911,40616.035294117647
2000,1,E14000532,94715.967741935484
2000,1,E14000747,49254.651162790698
2000,1,E14000785,38289.000000000000
2000,1,E14001054,58974.025316455696
2000,1,E14001059,58297.092783505155
2000,1,E14000579,52750.000000000000
2000,1,E14000871,38950.000000000000
2000,1,E14000969,72950.000000000000
2000,2,E14001059,69800.979381443299
2000,2,E14000979,70731.416666666667
2000,2,E14001054,53180.161290322581
2000,2,E14000612,53089.962406015038
2000,2,E14000571,35724.526315789474
2000,2,E14000911,45191.762295081967
2000,2,E14000661,47940.627118644068
2000,2,E14000747,52226.320000000000
2000,2,E14000537,52311.014492753623
2000,2,E14000807,64049.097142857143
2000,2,E14000808,86571.672000000000
2000,2,E14000809,107308.669491525424
2000,2,E14000532,98886.250000000000
2000,2,E14000785,60280.000000000000
2000,2,E14000579,53590.000000000000
2000,2,E14000580,38363.000000000000
2000,2,E14000871,30000.000000000000
2000,3,E14001054,60462.875000000000
2000,3,E14000537,45935.459183673469
2000,3,E14000571,38047.423312883436
2000,3,E14000612,57581.792682926829
2000,3,E14000661,52739.650793650794
2000,3,E14000747,46720.958904109589
2000,3,E14000807,66641.529850746269
2000,3,E14000808,41334.662921348315
2000,3,E14000809,96732.201257861635
2000,3,E14000911,57258.165803108808
2000,3,E14000979,65403.992753623188
2000,3,E14001059,70258.244274809160
2000,3,E14000532,95946.698113207547
2000,3,E14000785,54645.346153846154
2000,3,E14000579,59743.125000000000
2000,3,E14000871,54750.000000000000
2000,3,E14000580,43630.000000000000
2000,4,E14000537,49053.115384615385
2000,4,E14000808,44114.771428571429
2000,4,E14000580,48033.333333333333
2000,4,E14000612,53244.787234042553
2000,4,E14000661,51448.948051948052
2000,4,E14000807,60832.327586206897
2000,4,E14001059,69213.136363636364
2000,4,E14000809,94855.189873417722
2000,4,E14000911,56849.944099378882
2000,4,E14000979,62075.703448275862
2000,4,E14000532,89854.545454545455
2000,4,E14000571,40364.676470588235
2000,4,E14001054,61975.959183673469
2000,4,E14000579,69004.875000000000
2000,4,E14000747,41057.698412698413
2000,4,E14000785,44042.321428571429
2000,4,E14000871,31250.000000000000
2000,5,E14000612,73281.214285714286
2000,5,E14000979,68057.748091603053
2000,5,E14000807,56624.677852348993
2000,5,E14000537,50930.933333333333
2000,5,E14000571,39760.782258064516
2000,5,E14000661,53396.971014492754
2000,5,E14000785,55154.714285714286
2000,5,E14000808,37532.425373134328
2000,5,E14000809,92968.302013422819
2000,5,E14000911,49569.129251700680
2000,5,E14001054,59802.569620253165
2000,5,E14001059,74487.100000000000
2000,5,E14000532,115534.523809523810
2000,5,E14000579,66307.500000000000
2000,5,E14000747,45862.940000000000
2000,5,E14000580,41057.500000000000
2000,5,E14000871,63000.000000000000
2000,6,E14000612,57608.626582278481
2000,6,E14000661,52418.932038834951
2000,6,E14000747,50100.267857142857
2000,6,E14001059,74150.606060606061
2000,6,E14000807,46820.301204819277
2000,6,E14000808,46874.994285714286
2000,6,E14000809,103854.882681564246
2000,6,E14000911,56627.844311377246
2000,6,E14001054,54974.344827586207
2000,6,E14000979,70213.755102040816
2000,6,E14000532,109686.486486486486
2000,6,E14000571,34908.774011299435
2000,6,E14000580,43851.521739130435
2000,6,E14000785,56799.087719298246
2000,6,E14000537,52955.306818181818
2000,6,E14000871,57000.000000000000
2000,6,E14000579,62118.750000000000
2000,7,E14000809,104368.300492610837
2000,7,E14000807,61521.742718446602
2000,7,E14000571,35468.539062500000
2000,7,E14000808,45550.268041237113
2000,7,E14000979,65853.419161676647
2000,7,E14000532,116060.342105263158
2000,7,E14000537,51346.609195402299
2000,7,E14000612,64258.981595092025
2000,7,E14000661,53183.040540540541
2000,7,E14000747,52854.693877551020
2000,7,E14000911,57320.496453900709
2000,7,E14001054,57722.500000000000
2000,7,E14001059,77546.028985507246
2000,7,E14000580,48893.333333333333
2000,7,E14000969,79000.000000000000
2000,7,E14000785,57361.000000000000
2000,7,E14000579,64494.444444444444
2000,8,E14000979,71097.596938775510
2000,8,E14000911,56876.016666666667
2000,8,E14000537,53776.486486486486
2000,8,E14000571,45624.984126984127
2000,8,E14000661,57053.341463414634
2000,8,E14000747,49898.000000000000
2000,8,E14000807,57013.854166666667
2000,8,E14000808,41267.806122448980
2000,8,E14001059,84284.980519480519
2000,8,E14000809,93732.582089552239
2000,8,E14001054,62511.587301587302
2000,8,E14000612,68079.595588235294
2000,8,E14000580,32173.478260869565
2000,8,E14000532,120306.382978723404
2000,8,E14000785,57233.600000000000
2000,8,E14000627,97000.000000000000
2000,8,E14000579,52316.666666666667
2000,8,E14000871,50000.000000000000
2000,8,E14000969,90500.000000000000
2000,9,E14000537,50176.518987341772
2000,9,E14000532,106040.571428571429
2000,9,E14000571,40464.025210084034
2000,9,E14000579,60428.571428571429
2000,9,E14000580,48519.565217391304
2000,9,E14000612,54288.342465753425
2000,9,E14000661,50268.139240506329
2000,9,E14000747,50585.161290322581
2000,9,E14000785,53767.528571428571
2000,9,E14000807,74510.722943722944
2000,9,E14000808,45615.971264367816
2000,9,E14000809,98212.694610778443
2000,9,E14000911,54197.025000000000
2000,9,E14000979,72113.769230769231
2000,9,E14001054,58676.100671140940
2000,9,E14001059,77555.815602836879
2000,9,E14000871,30000.000000000000
2000,10,E14000807,65594.350000000000
2000,10,E14000537,50333.533333333333
2000,10,E14000571,39302.413043478261
2000,10,E14000580,49865.000000000000
2000,10,E14000612,57926.920289855072
2000,10,E14000747,53754.220338983051
2000,10,E14000785,60798.910714285714
2000,10,E14001059,74523.458064516129
2000,10,E14000532,123990.205128205128
2000,10,E14000911,58232.894736842105
2000,10,E14000979,73121.010638297872
2000,10,E14001054,64111.250000000000
2000,10,E14000808,45637.328125000000
2000,10,E14000809,100652.441176470588
2000,10,E14000661,55811.383561643836
2000,10,E14000579,68122.727272727273
2000,10,E14000871,48000.000000000000
2000,11,E14000979,69575.951219512195
2000,11,E14000537,55698.831168831169
2000,11,E14000571,45553.219178082192
2000,11,E14000612,57759.096045197740
2000,11,E14000661,54729.227848101266
2000,11,E14000785,64777.881355932203
2000,11,E14000807,63367.604477611940
2000,11,E14000808,44953.074324324324
2000,11,E14000809,106940.353982300885
2000,11,E14000911,51483.666666666667
2000,11,E14001054,66227.511811023622
2000,11,E14001059,71592.385826771654
2000,11,E14000747,44292.296296296296
2000,11,E14000579,65624.500000000000
2000,11,E14000532,100706.472222222222
2000,11,E14000580,44576.153846153846
2000,11,E14000871,26500.000000000000
2000,12,E14000571,39904.849315068493
2000,12,E14000579,53357.142857142857
2000,12,E14000580,41230.909090909091
2000,12,E14000612,55791.450331125828
2000,12,E14000661,56485.500000000000
2000,12,E14000747,48948.518518518519
2000,12,E14000785,69570.723684210526
2000,12,E14000807,76207.337423312883
2000,12,E14000808,45152.593750000000
2000,12,E14000809,96626.691729323308
2000,12,E14000911,51261.351351351351
2000,12,E14000979,72855.090909090909
2000,12,E14001054,59320.602836879433
2000,12,E14001059,77634.713414634146
2000,12,E14000532,106844.230769230769
2000,12,E14000537,57264.085106382979
2001,1,E14000612,68678.421052631579
2001,1,E14000979,79355.588235294118
2001,1,E14000661,52634.716981132075
2001,1,E14000807,60825.185483870968
2001,1,E14000808,39101.015037593985
2001,1,E14000809,94473.220338983051
2001,1,E14000911,58690.048543689320
2001,1,E14001054,56421.195652173913
2001,1,E14000571,35536.646551724138
2001,1,E14001059,67860.141414141414
2001,1,E14000537,48183.103448275862
2001,1,E14000580,52555.555555555556
2001,1,E14000747,47672.837837837838
2001,1,E14000532,128646.785714285714
2001,1,E14000579,89125.000000000000
2001,1,E14000785,52725.729166666667
2001,1,E14000871,49500.000000000000
2001,1,E14000969,55500.000000000000
2001,2,E14000785,57356.857142857143
2001,2,E14000532,108680.178571428571
2001,2,E14000537,44100.300000000000
2001,2,E14000571,37536.701923076923
2001,2,E14000579,54490.000000000000
2001,2,E14000612,57567.333333333333
2001,2,E14000661,57869.519230769231
2001,2,E14000747,52101.800000000000
2001,2,E14000807,69215.471074380165
2001,2,E14000808,50519.288000000000
2001,2,E14000911,46515.263157894737
2001,2,E14000979,70828.265822784810
2001,2,E14001054,59077.727272727273
2001,2,E14001059,73815.401785714286
2001,2,E14000871,32000.000000000000
2001,2,E14000580,51309.090909090909
2001,2,E14000809,88736.980198019802
2001,2,E14000987,128000.000000000000
2001,3,E14000571,36459.541095890411
2001,3,E14000612,58429.965277777778
2001,3,E14001054,70918.417266187050
2001,3,E14001059,77868.130769230769
2001,3,E14000532,117158.333333333333
2001,3,E14000537,52263.333333333333
2001,3,E14000809,96046.535714285714
2001,3,E14000911,56049.310679611650
2001,3,E14000979,72117.000000000000
2001,3,E14000747,49731.805555555556
2001,3,E14000785,68730.362318840580
2001,3,E14000807,58295.512820512821
2001,3,E14000808,46434.821138211382
2001,3,E14000661,53020.000000000000
2001,3,E14000579,68805.937500000000
2001,3,E14000580,48233.214285714286
2001,4,E14000807,88680.534090909091
2001,4,E14000911,52541.597222222222
2001,4,E14001054,66957.236024844720
2001,4,E14000979,80375.900900900901
2001,4,E14001059,86410.748091603053
2001,4,E14000532,109776.470588235294
2001,4,E14000571,36425.122137404580
2001,4,E14000612,66199.920863309353
2001,4,E14000661,54739.038461538462
2001,4,E14000747,57249.661016949153
2001,4,E14000808,42870.820000000000
2001,4,E14000809,108992.175324675325
2001,4,E14000871,33250.000000000000
2001,4,E14000537,55704.544117647059
2001,4,E14000579,64968.125000000000
2001,4,E14000785,67293.148148148148
2001,4,E14000580,47688.250000000000
2001,5,E14000612,63994.452554744526
2001,5,E14000661,56966.153846153846
2001,5,E14000747,47505.808823529412
2001,5,E14000785,67457.761194029851
2001,5,E14001059,79861.533783783784
2001,5,E14000532,113646.630434782609
2001,5,E14000537,49830.425531914894
2001,5,E14000571,38695.218543046358
2001,5,E14000807,74486.113924050633
2001,5,E14000808,46035.869565217391
2001,5,E14000809,107307.363636363636
2001,5,E14000911,55833.651933701657
2001,5,E14000979,83914.535211267606
2001,5,E14001054,59397.592592592593
2001,5,E14000579,58627.222222222222
2001,5,E14000580,44808.285714285714
2001,5,E14000969,74450.000000000000
2001,5,E14000871,54950.000000000000
2001,6,E14000911,59746.520000000000
2001,6,E14000532,132913.725000000000
2001,6,E14000537,56972.204301075269
2001,6,E14000571,39773.362573099415
2001,6,E14000579,81804.727272727273
2001,6,E14000580,48878.947368421053
2001,6,E14000612,62348.916083916084
2001,6,E14000661,60057.238636363636
2001,6,E14000747,79512.202380952381
2001,6,E14000785,63843.648648648649
2001,6,E14000807,86353.184210526316
2001,6,E14000808,50940.518518518519
2001,6,E14000809,106602.589285714286
2001,6,E14000979,80083.012820512821
2001,6,E14001054,68969.994285714286
2001,6,E14001059,85687.888888888889
2001,6,E14000969,69950.000000000000
2001,6,E14000871,56950.000000000000
2001,7,E14000979,86051.483870967742
2001,7,E14000808,51302.351239669421
2001,7,E14000571,40408.640625000000
2001,7,E14000612,62474.910526315789
2001,7,E14000661,56252.666666666667
2001,7,E14001054,72221.584699453552
2001,7,E14000785,67702.105263157895
2001,7,E14000807,77701.306451612903
2001,7,E14000809,109752.365145228216
2001,7,E14000871,42000.000000000000
2001,7,E14000911,59952.430167597765
2001,7,E14000747,55559.797297297297
2001,7,E14001059,89342.716763005780
2001,7,E14000532,121925.961538461538
2001,7,E14000537,51358.560606060606
2001,7,E14000580,56223.076923076923
2001,7,E14000579,58929.117647058824
2001,8,E14000612,67131.455621301775
2001,8,E14000532,130034.117647058824
2001,8,E14000537,49539.446428571429
2001,8,E14000571,44507.579545454545
2001,8,E14000661,57106.764705882353
2001,8,E14000807,77892.470000000000
2001,8,E14000808,48937.330316742081
2001,8,E14000809,114076.375478927203
2001,8,E14000911,63772.968085106383
2001,8,E14000979,89584.787234042553
2001,8,E14001054,64741.986754966887
2001,8,E14001059,91923.560975609756
2001,8,E14000580,47987.343750000000
2001,8,E14000579,59465.950000000000
2001,8,E14000785,72772.101449275362
2001,8,E14000747,52280.462500000000
2001,8,E14000627,93000.000000000000
2001,9,E14001059,86735.000000000000
2001,9,E14000807,72147.017441860465
2001,9,E14000808,47193.043956043956
2001,9,E14000571,45261.311475409836
2001,9,E14000911,59909.090361445783
2001,9,E14000979,90030.918367346939
2001,9,E14000537,56554.113924050633
2001,9,E14000612,68737.815602836879
2001,9,E14000661,57093.134328358209
2001,9,E14000747,54214.305555555556
2001,9,E14000785,71166.676056338028
2001,9,E14001054,72227.976744186047
2001,9,E14000532,125042.622950819672
2001,9,E14000809,113675.975247524752
2001,9,E14000580,54215.909090909091
2001,9,E14000579,81114.444444444444
2001,9,E14000969,78000.000000000000
2001,10,E14000979,87157.116564417178
2001,10,E14000532,122424.035087719298
2001,10,E14000537,53132.469879518072
2001,10,E14000571,43247.198581560284
2001,10,E14000612,65635.656050955414
2001,10,E14000661,56453.318840579710
2001,10,E14000747,58861.775000000000
2001,10,E14000785,68153.023529411765
2001,10,E14000807,87991.015306122449
2001,10,E14000808,45471.522842639594
2001,10,E14000809,98953.185520361991
2001,10,E14000911,54093.659340659341
2001,10,E14001054,68662.904191616766
2001,10,E14001059,90456.613756613757
2001,10,E14000580,48993.611111111111
2001,10,E14000579,68158.928571428571
2001,11,E14000532,128972.727272727273
2001,11,E14000537,47234.024390243902
2001,11,E14000571,40069.678362573099
2001,11,E14000612,69049.850746268657
2001,11,E14000661,57147.952380952381
2001,11,E14000809,113221.984924623116
2001,11,E14000911,52005.068627450980
2001,11,E14000807,80687.271028037383
2001,11,E14001059,84533.625766871166
2001,11,E14000808,51294.451282051282
2001,11,E14001054,66642.377358490566
2001,11,E14000979,86874.186046511628
2001,11,E14000785,65348.539325842697
2001,11,E14000747,46984.492753623188
2001,11,E14000580,46527.722222222222
2001,11,E14000969,58950.000000000000
2001,11,E14000579,66677.857142857143
2001,12,E14000612,77107.107784431138
2001,12,E14000661,59262.112500000000
2001,12,E14000537,54130.296296296296
2001,12,E14000571,36715.443037974684
2001,12,E14000747,49353.815789473684
2001,12,E14000785,80064.589041095890
2001,12,E14000807,81830.166666666667
2001,12,E14000808,54975.975369458128
2001,12,E14000809,107046.814814814815
2001,12,E14000911,55207.187096774194
2001,12,E14000969,59950.000000000000
2001,12,E14000979,85647.681818181818
2001,12,E14001054,73742.745562130178
2001,12,E14001059,80793.623188405797
2001,12,E14000580,45768.181818181818
2001,12,E14000532,117666.000000000000
2001,12,E14000579,67878.000000000000
2001,12,E14000871,34000.000000000000
2002,1,E14000979,88350.474226804124
2002,1,E14000571,44533.941605839416
2002,1,E14000809,117171.020547945205
2002,1,E14000579,69978.571428571429
2002,1,E14000807,85644.160256410256
2002,1,E14000612,61933.748031496063
2002,1,E14001059,81262.391304347826
2002,1,E14000661,52945.254237288136
2002,1,E14000747,50501.333333333333
2002,1,E14000808,49675.825581395349
2002,1,E14000911,55098.492307692308
2002,1,E14001054,71084.663865546218
2002,1,E14000532,152578.571428571429
2002,1,E14000537,50324.035087719298
2002,1,E14000785,65604.032258064516
2002,1,E14000580,61233.333333333333
2002,2,E14000580,51410.526315789474
2002,2,E14000532,125002.380952380952
2002,2,E14000537,50984.454545454545
2002,2,E14000571,35373.455284552846
2002,2,E14000579,92884.642857142857
2002,2,E14000612,73274.409937888199
2002,2,E14000661,58208.880597014925
2002,2,E14000747,61755.581395348837
2002,2,E14000785,66997.053571428571
2002,2,E14000807,75103.934010152284
2002,2,E14000808,49530.292682926829
2002,2,E14000809,115398.027586206897
2002,2,E14000911,47898.355263157895
2002,2,E14000979,103447.320312500000
2002,2,E14001054,67961.013422818792
2002,2,E14001059,89974.164473684211
2002,3,E14000532,122988.571428571429
2002,3,E14000537,56919.038461538462
2002,3,E14000571,42896.567567567568
2002,3,E14000579,80725.769230769231
2002,3,E14000580,42315.800000000000
2002,3,E14000612,69363.121546961326
2002,3,E14000661,66015.137931034483
2002,3,E14000747,56040.312500000000
2002,3,E14000785,77276.250000000000
2002,3,E14000807,71887.885572139303
2002,3,E14000808,47778.060773480663
2002,3,E14000809,120722.514285714286
2002,3,E14000911,59389.706806282723
2002,3,E14000979,87943.304635761589
2002,3,E14001054,74806.290322580645
2002,3,E14001059,87799.173184357542
2002,3,E14000871,62500.000000000000
2002,4,E14000661,62312.611940298507
2002,4,E14001059,95283.165413533835
2002,4,E14000807,118162.927038626609
2002,4,E14001054,71226.434285714286
2002,4,E14000580,41846.647058823529
2002,4,E14000809,124220.163043478261
2002,4,E14000747,57018.518518518519
2002,4,E14000612,81895.472972972973
2002,4,E14000911,57838.152046783626
2002,4,E14000537,51871.000000000000
2002,4,E14000571,52049.430894308943
2002,4,E14000979,98639.133802816901
2002,4,E14000785,66523.083333333333
2002,4,E14000579,81240.684210526316
2002,4,E14000808,54180.783505154639
2002,4,E14000532,140355.137931034483
2002,4,E14000969,128000.000000000000
2002,5,E14000571,36812.512077294686
2002,5,E14000807,110073.008571428571
2002,5,E14000532,118517.962962962963
2002,5,E14000537,51160.608695652174
2002,5,E14000612,90789.333333333333
2002,5,E14000661,66045.298507462687
2002,5,E14000785,75064.230769230769
2002,5,E14000808,49080.602941176471
2002,5,E14000809,125606.757188498403
2002,5,E14000911,66875.485714285714
2002,5,E14000979,94785.553398058252
2002,5,E14001054,73273.037190082645
2002,5,E14001059,101289.347222222222
2002,5,E14000747,53574.000000000000
2002,5,E14000580,44876.666666666667
2002,5,E14000579,81691.153846153846
2002,5,E14000871,68625.000000000000
2002,6,E14001054,78520.130434782609
2002,6,E14000571,48419.420731707317
2002,6,E14000807,106200.978723404255
2002,6,E14000612,78138.528089887640
2002,6,E14000809,129432.632075471698
2002,6,E14000979,91042.615894039735
2002,6,E14000532,122995.312500000000
2002,6,E14000537,57286.984126984127
2002,6,E14000661,59030.908045977011
2002,6,E14000747,65707.126436781609
2002,6,E14000808,54861.410112359551
2002,6,E14000911,64360.595238095238
2002,6,E14001059,94287.234848484848
2002,6,E14000579,99035.454545454545
2002,6,E14000580,50896.333333333333
2002,6,E14000785,79980.000000000000
2002,7,E14000537,55577.077777777778
2002,7,E14000571,49997.967741935484
2002,7,E14000579,69505.454545454545
2002,7,E14000580,40570.258064516129
2002,7,E14000612,81703.330000000000
2002,7,E14000661,80279.500000000000
2002,7,E14000747,63686.804123711340
2002,7,E14001059,99383.080568720379
2002,7,E14001054,79948.595854922280
2002,7,E14000785,72364.785714285714
2002,7,E14000807,78526.280276816609
2002,7,E14000808,60413.459375000000
2002,7,E14000809,129011.952380952381
2002,7,E14000979,91754.798913043478
2002,7,E14000911,69754.304568527919
2002,7,E14000532,148267.000000000000
2002,7,E14000871,53950.000000000000
2002,7,E14000627,122000.000000000000
2002,7,E14000969,109950.000000000000
2002,8,E14000571,44680.821428571429
