year,month,gss,avg
1995,6,E14000969,38000.000000000000
1995,7,E14000911,42537.163043478261
1995,7,E14000979,51741.112068965517
1995,7,E14000571,31554.094736842105
1995,7,E14001059,57176.305263157895
1995,7,E14001054,53634.168539325843
1995,7,E14000612,44064.663551401869
1995,7,E14000661,42006.562500000000
1995,7,E14000747,39334.207547169811
1995,7,E14000785,38115.032258064516
1995,7,E14000807,33293.092105263158
1995,7,E14000808,34118.055555555556
1995,7,E14000809,66840.692307692308
1995,7,E14000537,38937.641509433962
1995,7,E14000532,76837.093023255814
1995,7,E14000580,40800.000000000000
1995,7,E14000579,56542.777777777778
1995,7,E14000871,44000.000000000000
1995,8,E14000571,32460.000000000000
1995,8,E14001059,52313.959183673469
1995,8,E14000612,52005.862068965517
1995,8,E14000661,42810.673076923077
1995,8,E14000747,41514.479166666667
1995,8,E14000911,40234.166666666667
1995,8,E14000532,62816.515151515152
1995,8,E14000537,42617.909090909091
1995,8,E14000979,50218.378048780488
1995,8,E14000808,37233.333333333333
1995,8,E14000809,62461.127450980392
1995,8,E14000785,52180.375000000000
1995,8,E14001054,52363.080808080808
1995,8,E14000871,45950.000000000000
1995,8,E14000807,31648.426229508197
1995,8,E14000579,49820.500000000000
1995,8,E14000580,48692.857142857143
1995,8,E14000969,54500.000000000000
1995,9,E14000571,33701.927710843373
1995,9,E14000579,44281.466666666667
1995,9,E14000532,66018.611111111111
1995,9,E14001054,56764.666666666667
1995,9,E14001059,56684.395604395604
1995,9,E14000537,46819.741379310345
1995,9,E14000612,45894.333333333333
1995,9,E14000661,41200.746268656716
1995,9,E14000747,45725.184210526316
1995,9,E14000785,43344.444444444444
1995,9,E14000807,31282.573170731707
1995,9,E14000808,32078.211382113821
1995,9,E14000809,60140.978947368421
1995,9,E14000871,41000.000000000000
1995,9,E14000911,41235.000000000000
1995,9,E14000979,48839.950980392157
1995,9,E14000580,39840.000000000000
1995,9,E14000969,56300.000000000000
1995,10,E14000808,30879.090909090909
1995,10,E14000979,50802.500000000000
1995,10,E14000537,46302.529411764706
1995,10,E14000571,29856.533333333333
1995,10,E14000579,64649.375000000000
1995,10,E14000580,35557.916666666667
1995,10,E14000612,47226.363636363636
1995,10,E14000661,45760.492957746479
1995,10,E14000747,42853.809523809524
1995,10,E14000785,39012.142857142857
1995,10,E14000807,29903.291666666667
1995,10,E14000809,57663.483516483516
1995,10,E14001059,57547.537313432836
1995,10,E14000911,38514.627659574468
1995,10,E14001054,48318.111111111111
1995,10,E14000532,83279.500000000000
1995,10,E14000871,20000.000000000000
1995,11,E14000532,76575.000000000000
1995,11,E14000571,26726.097560975610
1995,11,E14001059,60672.620253164557
1995,11,E14000808,29110.247422680412
1995,11,E14000809,58599.719101123596
1995,11,E14000911,45316.096774193548
1995,11,E14000979,49833.826530612245
1995,11,E14001054,55137.491803278689
1995,11,E14000612,41285.736263736264
1995,11,E14000747,43875.700000000000
1995,11,E14000807,32285.824742268041
1995,11,E14000580,30596.428571428571
1995,11,E14000785,45454.580645161290
1995,11,E14000661,44579.754716981132
1995,11,E14000537,46291.265060240964
1995,11,E14000579,51996.428571428571
1995,12,E14000661,40325.166666666667
1995,12,E14000532,73707.350000000000
1995,12,E14000537,39864.213114754098
1995,12,E14000571,31395.631578947368
1995,12,E14000579,56263.571428571429
1995,12,E14000612,54357.864406779661
1995,12,E14000747,47217.462962962963
1995,12,E14000785,45095.925925925926
1995,12,E14000807,32107.294117647059
1995,12,E14000808,31521.208791208791
1995,12,E14000809,60160.979591836735
1995,12,E14000911,44307.747747747748
1995,12,E14000979,49672.285714285714
1995,12,E14001054,51664.241071428571
1995,12,E14001059,54193.029850746269
1995,12,E14000580,30633.333333333333
1995,12,E14000871,37500.000000000000
1996,1,E14000571,35372.269662921348
1996,1,E14001059,58803.823529411765
1996,1,E14000537,39264.859649122807
1996,1,E14000580,41833.000000000000
1996,1,E14000612,45263.000000000000
1996,1,E14000807,28840.397058823529
1996,1,E14000808,32246.739130434783
1996,1,E14000911,41673.442857142857
1996,1,E14001054,49803.888888888889
1996,1,E14000809,60543.555555555556
1996,1,E14000661,40006.333333333333
1996,1,E14000532,84459.137931034483
1996,1,E14000785,37898.333333333333
1996,1,E14000979,49324.530864197531
1996,1,E14000747,44915.968750000000
1996,1,E14000579,45521.666666666667
1996,1,E14000871,65625.000000000000
1996,2,E14000537,40617.217391304348
1996,2,E14000532,77010.416666666667
1996,2,E14000571,29490.067567567568
1996,2,E14000580,28945.000000000000
1996,2,E14000612,45241.750000000000
1996,2,E14000661,42218.673469387755
1996,2,E14000785,48775.709677419355
1996,2,E14000808,33415.662650602410
1996,2,E14000809,57286.842105263158
1996,2,E14000911,37616.012820512821
1996,2,E14001054,57425.240963855422
1996,2,E14001059,54138.927272727273
1996,2,E14000807,35097.777777777778
1996,2,E14000579,43652.750000000000
1996,2,E14000979,43315.753424657534
1996,2,E14000747,45903.222222222222
1996,2,E14000871,44500.000000000000
1996,3,E14000571,28884.126213592233
1996,3,E14000580,37590.909090909091
1996,3,E14000612,48583.095588235294
1996,3,E14000661,42262.750000000000
1996,3,E14001054,54780.237288135593
1996,3,E14000747,48596.719298245614
1996,3,E14000809,53576.479591836735
1996,3,E14001059,51975.750000000000
1996,3,E14000911,39216.000000000000
1996,3,E14000979,49603.471153846154
1996,3,E14000537,44244.242424242424
1996,3,E14000807,31573.978021978022
1996,3,E14000808,31922.453703703704
1996,3,E14000785,46488.275862068966
1996,3,E14000532,65650.000000000000
1996,3,E14000579,45566.000000000000
1996,4,E14000571,30830.090909090909
1996,4,E14000532,72154.652173913043
1996,4,E14000537,40872.232142857143
1996,4,E14000612,46222.141414141414
1996,4,E14000661,45583.104166666667
1996,4,E14000747,39780.230769230769
1996,4,E14000785,42991.818181818182
1996,4,E14000807,28541.551020408163
1996,4,E14000808,30619.602272727273
1996,4,E14000809,63017.863157894737
1996,4,E14000911,40734.936708860759
1996,4,E14000979,49225.083333333333
1996,4,E14001054,54757.000000000000
1996,4,E14001059,54390.536842105263
1996,4,E14000579,57231.666666666667
1996,4,E14000580,39900.000000000000
1996,5,E14000580,42618.750000000000
1996,5,E14000532,77236.585365853659
1996,5,E14000612,50651.535714285714
1996,5,E14000807,36746.034482758621
1996,5,E14000571,28592.423529411765
1996,5,E14000808,34418.431818181818
1996,5,E14000809,63166.785714285714
1996,5,E14000911,40945.865979381443
1996,5,E14000979,51260.663366336634
1996,5,E14001054,59153.055555555556
1996,5,E14001059,54183.910256410256
1996,5,E14000747,46743.166666666667
1996,5,E14000785,49161.642857142857
1996,5,E14000537,36998.739130434783
1996,5,E14000661,44345.348837209302
1996,5,E14000579,51216.818181818182
1996,5,E14000871,59500.000000000000
1996,5,E14000969,59950.000000000000
1996,6,E14000612,45585.643410852713
1996,6,E14000809,56593.944881889764
1996,6,E14000911,41233.277777777778
1996,6,E14000537,42862.655737704918
1996,6,E14000571,33285.080459770115
1996,6,E14001059,55951.682692307692
1996,6,E14001054,48837.883720930233
1996,6,E14000747,44092.358490566038
1996,6,E14000979,49950.467289719626
1996,6,E14000807,39116.162500000000
1996,6,E14000808,32858.101010101010
1996,6,E14000661,44078.671641791045
1996,6,E14000532,77410.000000000000
1996,6,E14000785,49457.678571428571
1996,6,E14000580,44146.153846153846
1996,6,E14000579,61751.470588235294
1996,6,E14000871,29950.000000000000
1996,7,E14001059,55001.840000000000
1996,7,E14001054,55795.362318840580
1996,7,E14000537,43217.792207792208
1996,7,E14000571,31219.907216494845
1996,7,E14000808,31802.105263157895
1996,7,E14000809,61456.308571428571
1996,7,E14000911,41173.962264150943
1996,7,E14000979,47829.166666666667
1996,7,E14000612,45305.745222929936
1996,7,E14000747,45587.924528301887
1996,7,E14000785,46944.016393442623
1996,7,E14000807,35589.603174603175
1996,7,E14000661,43961.071428571429
1996,7,E14000532,92536.375000000000
1996,7,E14000580,44739.473684210526
1996,7,E14000969,35000.000000000000
1996,7,E14000579,48848.888888888889
1996,8,E14001059,59359.867256637168
1996,8,E14000571,31036.385826771654
1996,8,E14000808,33749.173228346457
1996,8,E14000809,61393.425287356322
1996,8,E14000911,41202.782608695652
1996,8,E14000979,51576.491803278689
1996,8,E14001054,53173.762962962963
1996,8,E14000537,39978.037037037037
1996,8,E14000579,54490.555555555556
1996,8,E14000580,27684.615384615385
1996,8,E14000785,48234.297872340426
1996,8,E14000807,39879.591836734694
1996,8,E14000532,69655.000000000000
1996,8,E14000612,51967.172131147541
1996,8,E14000661,44470.600000000000
1996,8,E14000747,40546.403508771930
1996,8,E14000871,53000.000000000000
1996,8,E14000969,53500.000000000000
1996,9,E14000571,32875.376344086022
1996,9,E14000532,79734.433962264151
1996,9,E14000537,41186.953125000000
1996,9,E14000612,50092.500000000000
1996,9,E14000661,48096.463414634146
1996,9,E14000808,33972.262773722628
1996,9,E14000809,62325.340277777778
1996,9,E14000911,40973.026548672566
1996,9,E14000979,51675.412844036697
1996,9,E14001054,53898.304347826087
1996,9,E14001059,57584.361111111111
1996,9,E14000747,41110.092592592593
1996,9,E14000807,33778.192771084337
1996,9,E14000785,44024.758620689655
1996,9,E14000580,29741.666666666667
1996,9,E14000871,36000.000000000000
1996,9,E14000579,62035.000000000000
1996,10,E14000580,37426.666666666667
1996,10,E14000612,47595.020408163265
1996,10,E14000747,46949.096774193548
1996,10,E14000785,49495.254545454545
1996,10,E14000809,63287.351351351351
1996,10,E14000911,42195.072000000000
1996,10,E14000979,48276.854368932039
1996,10,E14001054,59703.193750000000
1996,10,E14001059,52047.090909090909
1996,10,E14000571,27975.630630630631
1996,10,E14000807,33030.808080808081
1996,10,E14000808,31898.045112781955
1996,10,E14000661,41641.478873239437
1996,10,E14000532,86229.487179487179
1996,10,E14000537,39620.371794871795
1996,10,E14000871,48500.000000000000
1996,10,E14000579,60984.285714285714
1996,11,E14001054,57575.780303030303
1996,11,E14000532,82230.469387755102
1996,11,E14000537,40765.120481927711
1996,11,E14000571,25318.763440860215
1996,11,E14000579,60751.470588235294
1996,11,E14000580,35601.785714285714
1996,11,E14000612,52643.825757575758
1996,11,E14000661,42121.000000000000
1996,11,E14000747,45922.243589743590
1996,11,E14000785,49249.850746268657
1996,11,E14000807,32705.524752475248
1996,11,E14000808,29239.904255319149
1996,11,E14000809,61926.788079470199
1996,11,E14000911,38997.888157894737
1996,11,E14000979,50633.293577981651
1996,11,E14001059,56799.020202020202
1996,11,E14000969,48875.000000000000
1996,12,E14000807,38955.592105263158
1996,12,E14000579,59626.785714285714
1996,12,E14000911,46718.056451612903
1996,12,E14000571,34966.531531531532
1996,12,E14000612,51736.190839694656
1996,12,E14000661,45263.695652173913
1996,12,E14000747,44480.000000000000
1996,12,E14000808,36420.657657657658
1996,12,E14000809,63532.842105263158
1996,12,E14001054,58204.411764705882
1996,12,E14001059,53660.451327433628
1996,12,E14000532,74827.313725490196
1996,12,E14000537,44123.243243243243
1996,12,E14000979,51225.720720720721
1996,12,E14000580,38317.647058823529
1996,12,E14000785,46217.241379310345
1997,1,E14000807,37691.176470588235
1997,1,E14000979,51909.392156862745
1997,1,E14001054,51253.186813186813
1997,1,E14000808,31233.816091954023
1997,1,E14000661,46846.333333333333
1997,1,E14000809,68258.969696969697
1997,1,E14000612,48069.262295081967
1997,1,E14000580,32821.666666666667
1997,1,E14000911,42595.232558139535
1997,1,E14000785,49144.655172413793
1997,1,E14000532,88191.076923076923
1997,1,E14000571,29208.222222222222
1997,1,E14001059,56741.383838383838
1997,1,E14000537,40813.692307692308
1997,1,E14000747,46456.857142857143
1997,1,E14000871,55000.000000000000
1997,1,E14000579,62199.833333333333
1997,2,E14000911,39243.340659340659
1997,2,E14000537,44088.090909090909
1997,2,E14000571,27657.763157894737
1997,2,E14000612,50962.372881355932
1997,2,E14000661,56874.245614035088
1997,2,E14001059,54803.011111111111
1997,2,E14000532,80816.547619047619
1997,2,E14000807,36726.373333333333
1997,2,E14000808,32672.564356435644
1997,2,E14000809,65970.616071428571
1997,2,E14000979,54072.839506172840
1997,2,E14001054,60154.360824742268
1997,2,E14000871,55000.000000000000
1997,2,E14000747,48393.055555555556
1997,2,E14000579,65736.250000000000
1997,2,E14000785,51547.261904761905
1997,2,E14000580,38116.666666666667
1997,3,E14000807,35412.453488372093
1997,3,E14001054,52112.072072072072
1997,3,E14001059,54077.492063492063
1997,3,E14000809,58917.805084745763
1997,3,E14000911,44902.890909090909
1997,3,E14000979,51846.298076923077
1997,3,E14000532,83899.980000000000
1997,3,E14000612,48435.983606557377
1997,3,E14000571,29159.534883720930
1997,3,E14000661,43632.372549019608
1997,3,E14000747,52795.700000000000
1997,3,E14000785,51635.510204081633
1997,3,E14000537,45226.484848484848
1997,3,E14000808,33543.472222222222
1997,3,E14000580,40862.500000000000
1997,3,E14000579,59282.500000000000
1997,3,E14000871,54000.000000000000
1997,4,E14001059,58154.418604651163
1997,4,E14000532,77264.051724137931
1997,4,E14000537,46621.923076923077
1997,4,E14000571,28541.547619047619
1997,4,E14000612,54690.426086956522
1997,4,E14000807,27991.780821917808
1997,4,E14000808,34778.840000000000
1997,4,E14000809,63614.150943396226
1997,4,E14000911,38202.000000000000
1997,4,E14001054,58332.479674796748
1997,4,E14000979,54828.653846153846
1997,4,E14000785,45817.738095238095
1997,4,E14000661,45762.573529411765
1997,4,E14000747,43322.083333333333
1997,4,E14000580,32285.714285714286
1997,4,E14000969,43500.000000000000
1997,4,E14000871,49950.000000000000
1997,4,E14000579,46933.714285714286
1997,5,E14000807,31001.770833333333
1997,5,E14000537,44496.038961038961
1997,5,E14000571,36888.438775510204
1997,5,E14000579,63687.692307692308
1997,5,E14000612,53033.295454545455
1997,5,E14000661,43864.626506024096
1997,5,E14000785,48713.944444444444
1997,5,E14000808,32236.971153846154
1997,5,E14000809,64896.984615384615
1997,5,E14000911,45470.960317460317
1997,5,E14000969,67975.000000000000
1997,5,E14000979,55520.724637681159
1997,5,E14001054,58158.208053691275
1997,5,E14001059,60673.812949640288
1997,5,E14000747,45572.804878048780
1997,5,E14000532,83730.028571428571
1997,5,E14000580,40338.333333333333
1997,5,E14000871,37000.000000000000
1997,6,E14000809,66767.980769230769
1997,6,E14000580,42421.944444444444
1997,6,E14000612,61608.133333333333
1997,6,E14001054,62148.869863013699
1997,6,E14001059,67478.106557377049
1997,6,E14000661,46958.225806451613
1997,6,E14000747,50919.351851851852
1997,6,E14000808,35467.741071428571
1997,6,E14000911,39380.910344827586
1997,6,E14000979,56067.879629629630
1997,6,E14000532,86318.644067796610
1997,6,E14000571,32195.456310679612
1997,6,E14000807,38941.373626373626
1997,6,E14000785,50258.534482758621
1997,6,E14000537,44793.479452054795
1997,6,E14000579,50681.785714285714
1997,6,E14000871,38500.000000000000
1997,7,E14000807,32609.404761904762
1997,7,E14000537,39286.796610169492
1997,7,E14000571,35215.150442477876
1997,7,E14000612,50130.220588235294
1997,7,E14000661,45271.750000000000
1997,7,E14000747,49184.326086956522
1997,7,E14000785,48406.857142857143
1997,7,E14000808,33059.147435897436
1997,7,E14000809,69482.570707070707
1997,7,E14000911,41039.659259259259
1997,7,E14000979,56292.192982456140
1997,7,E14001054,57230.598540145985
1997,7,E14001059,62860.517241379310
1997,7,E14000532,76378.431372549020
1997,7,E14000580,41814.285714285714
1997,7,E14000579,57994.117647058824
1997,7,E14000871,52500.000000000000
1997,8,E14000579,60298.000000000000
1997,8,E14000580,33282.142857142857
1997,8,E14000612,52074.135483870968
1997,8,E14000661,46080.428571428571
1997,8,E14000747,51242.111111111111
1997,8,E14000785,55507.111111111111
1997,8,E14000807,32468.294117647059
1997,8,E14000808,39237.380000000000
1997,8,E14000809,68050.994680851064
1997,8,E14000911,44603.856000000000
1997,8,E14000979,56523.200000000000
1997,8,E14000532,80385.625000000000
1997,8,E14000537,44390.013698630137
1997,8,E14000571,30570.315789473684
1997,8,E14001054,51291.526717557252
1997,8,E14001059,66379.893939393939
1997,8,E14000969,55200.000000000000
1997,8,E14000871,48750.000000000000
1997,9,E14000571,30278.201754385965
1997,9,E14000579,74784.000000000000
1997,9,E14000580,48390.000000000000
1997,9,E14000612,51171.300813008130
1997,9,E14000661,43330.321428571429
1997,9,E14001054,56665.321428571429
1997,9,E14001059,64104.459854014599
1997,9,E14000809,64831.755952380952
1997,9,E14000911,43703.336206896552
1997,9,E14000979,51778.723404255319
1997,9,E14000785,49515.714285714286
1997,9,E14000807,42689.153846153846
1997,9,E14000808,35732.255474452555
1997,9,E14000537,42337.211538461538
1997,9,E14000747,46995.612244897959
1997,9,E14000532,72212.957446808511
1997,10,E14000571,31215.541353383459
1997,10,E14000532,71691.025641025641
1997,10,E14000579,61722.222222222222
1997,10,E14000612,52740.926666666667
1997,10,E14000661,46239.625000000000
1997,10,E14000747,42987.653061224490
1997,10,E14000807,39083.903846153846
1997,10,E14000808,32702.049295774648
1997,10,E14000809,68915.300613496933
1997,10,E14000911,41739.568181818182
1997,10,E14000979,55187.801652892562
1997,10,E14001054,53154.951871657754
1997,10,E14001059,61442.300000000000
1997,10,E14000537,47432.235955056180
1997,10,E14000969,54000.000000000000
1997,10,E14000785,56013.821428571429
1997,10,E14000580,40276.052631578947
1997,10,E14000871,38800.000000000000
1997,11,E14000537,40967.782051282051
1997,11,E14000809,71226.933884297521
1997,11,E14001059,59712.490566037736
1997,11,E14000532,79779.333333333333
1997,11,E14000571,37496.842519685039
1997,11,E14000612,54454.780701754386
1997,11,E14000911,45357.038834951456
1997,11,E14000979,57701.937984496124
1997,11,E14001054,55682.072072072072
1997,11,E14000747,52961.089285714286
1997,11,E14000785,44839.661016949153
1997,11,E14000807,31659.239130434783
1997,11,E14000808,33290.723076923077
1997,11,E14000661,43776.190476190476
1997,11,E14000580,37296.521739130435
1997,11,E14000579,70372.692307692308
1997,12,E14000979,53626.250000000000
1997,12,E14000532,76713.068181818182
1997,12,E14000571,33356.912621359223
1997,12,E14000612,54189.930232558140
1997,12,E14000661,46136.612903225806
1997,12,E14000747,50626.375000000000
1997,12,E14000807,41802.938144329897
1997,12,E14000808,33031.561728395062
1997,12,E14000809,66919.202702702703
1997,12,E14000911,42713.541095890411
1997,12,E14001054,60154.190839694656
1997,12,E14001059,61579.143835616438
1997,12,E14000537,45792.075471698113
1997,12,E14000785,52637.507936507937
1997,12,E14000580,28532.500000000000
1997,12,E14000579,65383.333333333333
1997,12,E14000871,36000.000000000000
1998,1,E14000911,45673.083333333333
1998,1,E14000785,45820.161290322581
1998,1,E14001059,59457.853333333333
1998,1,E14001054,51643.815789473684
1998,1,E14000809,67709.504132231405
1998,1,E14000532,96272.580645161290
1998,1,E14000571,33413.023255813953
1998,1,E14000612,52953.000000000000
1998,1,E14000747,42788.333333333333
1998,1,E14000807,33503.888888888889
1998,1,E14000808,34508.465909090909
1998,1,E14000537,37855.966666666667
1998,1,E14000979,50174.726027397260
1998,1,E14000580,37700.000000000000
1998,1,E14000661,46239.000000000000
1998,1,E14000579,58733.333333333333
1998,2,E14000661,44218.750000000000
1998,2,E14000808,30304.939393939394
1998,2,E14001054,57825.504672897196
1998,2,E14000532,77486.000000000000
1998,2,E14000537,41260.277777777778
1998,2,E14000571,34094.705882352941
1998,2,E14000612,51439.611650485437
1998,2,E14000747,36142.314814814815
1998,2,E14000785,47640.000000000000
1998,2,E14000807,48545.322033898305
1998,2,E14000809,72142.946428571429
1998,2,E14000911,39217.263157894737
1998,2,E14000979,56609.845360824742
1998,2,E14001059,62317.117647058824
1998,2,E14000580,41833.333333333333
1998,2,E14000579,65225.000000000000
1998,2,E14000871,36675.000000000000
1998,3,E14001059,61203.712871287129
1998,3,E14000537,43313.888888888889
1998,3,E14000571,28587.321100917431
1998,3,E14000579,63569.636363636364
1998,3,E14000809,66024.507352941176
1998,3,E14000911,43703.873949579832
1998,3,E14000979,52223.031914893617
1998,3,E14001054,61514.421487603306
1998,3,E14000612,52706.218543046358
1998,3,E14000747,47621.916666666667
1998,3,E14000785,51748.220338983051
1998,3,E14000807,41263.728260869565
1998,3,E14000808,31556.000000000000
1998,3,E14000532,82700.000000000000
1998,3,E14000661,43334.231884057971
1998,3,E14000580,43278.571428571429
1998,3,E14000871,32450.000000000000
1998,4,E14000807,45051.686746987952
1998,4,E14000809,77617.849557522124
1998,4,E14001059,62819.759259259259
1998,4,E14000571,37606.625000000000
1998,4,E14001054,66097.377049180328
1998,4,E14000979,54963.872549019608
1998,4,E14000612,49881.889763779528
1998,4,E14000661,48722.187500000000
1998,4,E14000747,46902.553191489362
1998,4,E14000808,37246.976744186047
1998,4,E14000911,44332.192307692308
1998,4,E14000532,90081.632653061224
1998,4,E14000537,46174.159090909091
1998,4,E14000785,53235.283333333333
1998,4,E14000580,36559.500000000000
1998,4,E14000579,59717.727272727273
1998,5,E14001059,62717.593750000000
1998,5,E14000532,84380.645161290323
1998,5,E14000537,42830.324675324675
1998,5,E14000571,33584.833333333333
1998,5,E14000911,47633.119266055046
1998,5,E14000979,58293.008000000000
1998,5,E14001054,58833.148760330579
1998,5,E14000612,51518.461538461538
1998,5,E14000661,44418.673076923077
1998,5,E14000747,42839.130434782609
1998,5,E14000785,49308.689655172414
1998,5,E14000807,48133.803030303030
1998,5,E14000808,36625.473684210526
1998,5,E14000809,72633.956204379562
1998,5,E14000579,89533.333333333333
1998,5,E14000580,41877.777777777778
1998,5,E14000871,31125.000000000000
1998,6,E14000747,46046.583333333333
1998,6,E14000532,84664.705882352941
1998,6,E14000537,45729.787500000000
1998,6,E14000571,34646.052631578947
1998,6,E14000580,30109.538461538462
1998,6,E14000612,55673.452554744526
1998,6,E14000661,45904.791666666667
1998,6,E14000807,44659.150943396226
1998,6,E14000808,36019.718181818182
1998,6,E14000809,73142.417266187050
1998,6,E14000911,44256.134920634921
1998,6,E14000979,61539.558823529412
1998,6,E14001054,61506.006666666667
1998,6,E14001059,58442.584615384615
1998,6,E14000785,55934.400000000000
1998,6,E14000579,79158.636363636364
1998,6,E14000871,54000.000000000000
1998,7,E14000579,60585.714285714286
1998,7,E14000808,39448.425196850394
1998,7,E14000532,87252.439024390244
1998,7,E14000571,35869.316239316239
1998,7,E14000612,51726.891156462585
1998,7,E14000661,41989.650793650794
1998,7,E14000785,52030.969230769231
1998,7,E14000807,54583.214285714286
1998,7,E14000809,77715.588235294118
1998,7,E14000911,47308.015625000000
1998,7,E14000979,57177.886666666667
1998,7,E14001054,55028.114864864865
1998,7,E14001059,67270.098684210526
1998,7,E14000580,32466.666666666667
1998,7,E14000537,40889.180327868852
1998,7,E14000747,41411.423076923077
1998,7,E14000871,44500.000000000000
1998,7,E14000969,63500.000000000000
1998,8,E14001059,63594.280000000000
1998,8,E14000537,42484.144736842105
1998,8,E14000612,60834.734848484848
1998,8,E14000807,49165.682352941176
1998,8,E14000571,40085.459770114943
1998,8,E14000911,43181.681415929204
1998,8,E14000580,51947.222222222222
1998,8,E14000661,43650.901408450704
1998,8,E14000747,46060.298507462687
1998,8,E14000785,54508.224489795918
1998,8,E14000808,43397.461538461538
1998,8,E14000809,81172.672131147541
1998,8,E14001054,57857.872881355932
1998,8,E14000979,60101.614173228346
1998,8,E14000532,83356.250000000000
1998,8,E14000579,63355.625000000000
1998,8,E14000871,46450.000000000000
1998,8,E14000969,52950.000000000000
1998,9,E14000579,70440.625000000000
1998,9,E14000911,46961.374045801527
1998,9,E14000532,81716.216216216216
1998,9,E14000571,33754.714285714286
1998,9,E14000809,69738.885135135135
1998,9,E14000979,60364.660194174757
1998,9,E14000612,55196.985611510791
1998,9,E14000661,42615.851063829787
1998,9,E14000747,43508.767857142857
1998,9,E14000785,49692.340425531915
1998,9,E14001054,57735.783216783217
1998,9,E14001059,69055.148437500000
1998,9,E14000807,52345.000000000000
1998,9,E14000808,39419.165562913907
1998,9,E14000537,38458.089743589744
1998,9,E14000580,45893.125000000000
1998,10,E14001054,55306.347517730496
1998,10,E14000532,92965.184210526316
1998,10,E14000537,41114.682539682540
1998,10,E14000571,34567.745614035088
1998,10,E14000579,50956.250000000000
1998,10,E14000612,55329.465648854962
1998,10,E14000661,48720.256756756757
1998,10,E14000747,45845.881355932203
1998,10,E14000785,45385.375000000000
1998,10,E14000807,52659.205882352941
1998,10,E14000808,35637.241666666667
1998,10,E14000809,81162.046979865772
